timestamp,val_loss,auc,threshold,accuracy,min_faces,mode
20250423_194938,0.7712727189064026,0.5695154368010438,0.60715866,0.5554899645808736,10,baseline_lfw
20250423_205427,0.7319635152816772,0.6166599422491199,0.61793953,0.5867924528301887,12,fine_tune_lfw
20250423_212041,0.6868734955787659,0.596117604090577,0.7160933,0.5736486486486486,14,fine_tune_lfw
2025-04-2400_17_05,0.5689120888710022,0.6391899054626003,0.84099644,0.6031446540880503,12,fine_tune_lfw
