timestamp,val_loss,auc,threshold,accuracy,min_faces,mode
2025-05-14_00-25-08,0.25122934579849243,0.5634425694444445,0.9998314,0.547,15,fine_tune_celeba
2025-05-15_01-43-56,0.24928662180900574,0.5640195555555556,0.9996485,0.5475833333333333,15,fine_tune_celeba
